clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,income_category_min,income_category_max
715243458,Existing Customer,45,F,2,Graduate,Single,Blue,36,5,3,1,2293.0,1304,989.0,0.708,5047,94,0.679,0.569,40000,40000
712323183,Existing Customer,38,M,3,Unknown,Married,Blue,22,2,2,1,3224.0,0,3224.0,0.761,3738,63,0.658,0.0,80000,80000
721167783,Existing Customer,54,M,4,High School,Single,Blue,39,1,3,3,7773.0,2465,5308.0,0.788,4272,69,1.029,0.317,80000,80000
817337958,Existing Customer,48,F,5,Doctorate,Married,Blue,33,2,1,3,5814.0,1176,4638.0,0.627,3796,74,1.056,0.202,0,40000
788132208,Existing Customer,53,F,2,Graduate,Married,Blue,38,3,2,1,1989.0,1003,986.0,0.677,5070,70,0.75,0.504,40000,40000
812653383,Existing Customer,55,F,1,College,Single,Blue,50,3,3,3,1843.0,1520,323.0,0.864,4729,92,0.704,0.825,40000,40000
717114708,Existing Customer,34,F,0,Graduate,Married,Blue,26,3,3,2,2991.0,1830,1161.0,0.777,4414,77,0.878,0.612,40000,40000
767388783,Existing Customer,43,M,3,High School,Married,Blue,36,3,3,1,9560.0,0,9560.0,0.802,4601,66,0.571,0.0,60000,60000
778378983,Attrited Customer,54,F,1,Graduate,Single,Blue,34,5,2,2,2939.0,2152,787.0,0.555,2476,42,0.355,0.732,0,40000
719971458,Existing Customer,49,M,5,Graduate,Single,Blue,41,2,3,2,5275.0,1490,3785.0,0.533,4213,74,1.114,0.282,80000,80000
721001883,Existing Customer,41,M,3,Uneducated,Married,Blue,30,3,1,2,1950.0,1618,332.0,0.75,3357,47,0.88,0.83,60000,60000
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Blue,25,3,3,1,3758.0,2047,1711.0,1.108,4928,79,0.646,0.545,0,40000
711909933,Existing Customer,54,M,4,Unknown,Married,Blue,42,3,3,1,1621.0,618,1003.0,0.846,4815,83,1.024,0.381,80000,80000
709253433,Existing Customer,50,F,2,Uneducated,Married,Blue,41,2,1,2,10946.0,1912,9034.0,0.362,2448,58,0.45,0.175,40000,40000
719797758,Existing Customer,56,F,1,High School,Single,Blue,36,3,1,1,3422.0,2517,905.0,0.914,4922,84,0.68,0.736,0,40000
709850508,Attrited Customer,33,F,2,Graduate,Married,Blue,20,3,2,5,3202.0,0,3202.0,1.012,2917,37,0.682,0.0,0,40000
715335558,Existing Customer,43,F,5,Uneducated,Single,Blue,36,2,1,2,1855.0,907,948.0,0.816,4191,81,0.761,0.489,0,40000
711516783,Existing Customer,47,F,4,Uneducated,Married,Blue,36,2,1,1,2155.0,1119,1036.0,0.815,5441,91,0.717,0.519,40000,40000
798917883,Existing Customer,42,F,4,College,Single,Blue,36,2,3,2,4150.0,2517,1633.0,0.619,4620,76,1.171,0.607,0,40000
721525758,Existing Customer,45,M,5,Doctorate,Married,Blue,35,2,2,2,2226.0,1229,997.0,0.784,4928,77,0.638,0.552,80000,80000
716249508,Existing Customer,48,F,5,High School,Married,Blue,36,3,2,1,1610.0,0,1610.0,0.424,4243,85,0.848,0.0,40000,40000
712448658,Attrited Customer,52,F,1,High School,Single,Blue,36,3,3,2,1795.0,0,1795.0,0.718,2281,55,0.618,0.0,0,40000
709432833,Existing Customer,53,F,1,Unknown,Married,Blue,36,2,2,3,1472.0,1196,276.0,1.24,4859,73,0.973,0.812,0,40000
719964933,Existing Customer,50,F,5,Graduate,Single,Blue,41,3,2,2,1438.3,0,1438.3,0.683,4550,78,0.857,0.0,0,40000
719857008,Existing Customer,37,F,1,Graduate,Single,Blue,36,3,3,1,2886.0,2198,688.0,0.828,4531,81,0.723,0.762,40000,40000
758340108,Existing Customer,39,F,2,Graduate,Single,Silver,29,3,3,2,10024.0,913,9111.0,0.568,3906,78,0.592,0.091,0,40000
708276183,Attrited Customer,52,F,3,Post-Graduate,Married,Blue,45,2,4,1,1760.0,0,1760.0,0.046,1554,35,0.029,0.0,0,40000
716481408,Existing Customer,38,F,2,Graduate,Single,Blue,36,3,1,1,1461.0,0,1461.0,0.681,4769,76,0.949,0.0,0,40000
720590058,Attrited Customer,51,F,1,Graduate,Single,Blue,36,3,3,3,8840.0,1794,7046.0,0.848,2839,47,0.808,0.203,40000,40000
789347133,Existing Customer,38,F,2,Post-Graduate,Married,Blue,28,2,1,1,4468.0,2395,2073.0,0.706,4690,79,0.756,0.536,40000,40000
717748608,Attrited Customer,35,F,4,High School,Married,Blue,24,3,2,4,1555.0,872,683.0,0.772,2252,51,0.645,0.561,0,40000
715123983,Existing Customer,43,F,1,College,Single,Blue,36,3,2,2,3342.0,2517,825.0,0.977,5848,81,0.8,0.753,0,40000
709250508,Existing Customer,63,M,1,Uneducated,Single,Blue,56,3,1,2,6973.0,2517,4456.0,0.781,4877,88,0.692,0.361,0,40000
719025333,Existing Customer,48,M,2,Post-Graduate,Married,Blue,42,3,2,0,1898.0,0,1898.0,0.838,3513,59,0.686,0.0,40000,40000
718566858,Existing Customer,46,F,2,College,Single,Blue,36,3,2,2,1438.3,0,1438.3,0.757,5005,79,0.795,0.0,0,40000
818729208,Existing Customer,52,M,3,Graduate,Married,Blue,47,3,3,3,8185.0,941,7244.0,0.874,4525,77,0.604,0.115,60000,60000
709068183,Existing Customer,53,M,4,College,Single,Blue,42,3,3,3,3096.0,0,3096.0,0.684,4709,87,0.776,0.0,60000,60000
715358283,Existing Customer,57,F,2,Uneducated,Married,Blue,46,2,3,2,2129.0,1139,990.0,1.025,4509,73,0.825,0.535,0,40000
710966433,Existing Customer,50,F,3,Uneducated,Married,Blue,36,3,2,2,2615.0,1404,1211.0,0.503,3785,67,1.161,0.537,0,40000
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,Blue,39,2,3,2,3157.0,965,2192.0,0.928,3300,58,0.568,0.306,40000,40000
713929533,Attrited Customer,36,F,3,College,Married,Blue,36,2,2,2,1707.0,0,1707.0,0.319,2060,52,0.529,0.0,0,40000
714087258,Existing Customer,49,F,1,Uneducated,Divorced,Blue,36,2,3,2,1838.0,0,1838.0,0.65,5156,72,0.895,0.0,0,40000
756383283,Existing Customer,38,F,3,College,Married,Blue,31,3,1,3,5523.0,2517,3006.0,0.72,4170,80,0.739,0.456,0,40000
720766908,Attrited Customer,40,F,2,Uneducated,Single,Blue,28,2,2,2,3021.0,0,3021.0,0.694,2814,37,0.321,0.0,0,40000
720823458,Existing Customer,59,F,2,Unknown,Married,Blue,46,2,6,2,5218.0,1907,3311.0,0.797,4658,85,0.889,0.365,0,40000
720027258,Existing Customer,53,F,2,High School,Single,Blue,40,3,1,3,1438.3,0,1438.3,1.052,4978,73,0.921,0.0,0,40000
807604233,Existing Customer,54,M,3,Graduate,Married,Blue,49,2,3,3,11114.0,2482,8632.0,1.08,5044,81,0.688,0.223,80000,80000
801786483,Existing Customer,51,M,0,High School,Single,Blue,45,3,2,3,10648.0,2517,8131.0,0.708,4930,89,0.978,0.236,80000,80000
789138258,Existing Customer,45,F,3,High School,Single,Blue,34,2,3,2,2976.0,2372,604.0,0.772,4799,83,0.729,0.797,0,40000
805524708,Attrited Customer,52,F,3,High School,Divorced,Blue,47,3,3,1,6629.0,2517,4112.0,0.932,2599,50,0.562,0.38,0,40000
779642733,Existing Customer,42,F,5,Unknown,Married,Blue,25,3,1,1,2812.0,2238,574.0,0.713,4823,77,0.833,0.796,0,40000
771735933,Existing Customer,48,M,2,High School,Married,Blue,36,2,1,1,10761.0,1722,9039.0,0.7,4731,82,0.783,0.16,80000,80000
789917208,Existing Customer,40,F,4,High School,Married,Blue,31,2,3,3,1968.0,1781,187.0,0.972,5087,69,0.725,0.905,0,40000
779608083,Existing Customer,55,M,2,Doctorate,Single,Blue,44,2,2,2,3897.0,1247,2650.0,0.689,3681,62,0.632,0.32,0,40000
711287733,Existing Customer,45,M,4,Unknown,Married,Blue,36,3,2,1,4721.0,1289,3432.0,0.656,3856,74,0.762,0.273,40000,40000
774675933,Existing Customer,40,M,3,College,Divorced,Silver,34,2,1,3,34516.0,2052,32464.0,0.477,3510,62,0.476,0.059,80000,80000
716698608,Existing Customer,51,M,2,Unknown,Single,Blue,39,2,1,1,8924.0,0,8924.0,0.46,4441,87,0.673,0.0,80000,80000
716299608,Attrited Customer,58,F,3,Unknown,Divorced,Blue,36,2,2,3,1508.0,0,1508.0,0.458,1990,31,0.192,0.0,0,40000
718116933,Existing Customer,53,F,3,Graduate,Single,Blue,36,2,3,1,1438.3,630,808.3,0.667,4704,79,0.756,0.438,0,40000
720513333,Existing Customer,46,M,3,High School,Single,Blue,39,2,1,3,21350.0,1724,19626.0,0.512,4878,78,0.444,0.081,80000,80000
719512983,Attrited Customer,47,F,4,Graduate,Single,Blue,39,3,3,6,1438.3,0,1438.3,0.854,2295,51,0.545,0.0,0,40000
779397183,Existing Customer,42,F,2,Graduate,Single,Blue,31,2,1,1,3659.0,0,3659.0,0.797,4068,61,0.694,0.0,0,40000
779218233,Existing Customer,47,F,5,Post-Graduate,Single,Blue,37,2,3,3,9430.0,0,9430.0,0.68,4115,75,0.923,0.0,0,40000
713456583,Existing Customer,45,M,2,High School,Married,Silver,37,3,2,2,34516.0,1495,33021.0,0.52,3247,70,0.707,0.043,80000,80000
790221633,Existing Customer,44,F,4,Graduate,Single,Blue,38,3,3,3,3897.0,2296,1601.0,0.746,4627,77,0.791,0.589,40000,40000
711701958,Existing Customer,48,M,1,Unknown,Single,Blue,38,3,3,3,11367.0,1999,9368.0,0.661,4175,63,0.537,0.176,60000,60000
783573408,Existing Customer,42,F,4,College,Single,Blue,36,3,1,2,2575.0,2136,439.0,0.722,5267,83,0.886,0.83,40000,40000
709641933,Existing Customer,42,F,3,Graduate,Married,Blue,36,3,1,2,3433.0,1869,1564.0,0.838,4504,84,0.787,0.544,40000,40000
718755483,Existing Customer,44,M,2,High School,Married,Blue,36,3,2,1,7317.0,959,6358.0,0.653,5082,86,0.686,0.131,60000,60000
720914358,Existing Customer,46,F,3,Graduate,Married,Blue,36,3,2,3,4416.0,1333,3083.0,0.631,4894,84,0.647,0.302,0,40000
719898108,Existing Customer,57,F,2,Doctorate,Married,Blue,41,2,3,3,3667.0,809,2858.0,0.778,5322,79,0.975,0.221,40000,40000
780338733,Existing Customer,50,F,2,Graduate,Married,Blue,37,2,1,2,1438.3,491,947.3,0.73,5102,83,0.694,0.341,0,40000
709810458,Existing Customer,56,F,0,Unknown,Single,Blue,44,3,2,0,1579.0,768,811.0,0.888,4241,72,0.946,0.486,0,40000
821356083,Existing Customer,54,F,3,Uneducated,Married,Blue,49,3,1,3,1626.0,0,1626.0,0.664,4830,87,0.642,0.0,40000,40000
793428408,Existing Customer,50,F,3,Uneducated,Married,Blue,44,2,2,1,1596.0,1185,411.0,0.687,5235,76,1.0,0.742,0,40000
746453583,Existing Customer,56,F,1,Unknown,Married,Blue,49,2,2,2,2604.0,1395,1209.0,0.528,4498,85,0.7,0.536,40000,40000
719075883,Existing Customer,38,F,3,High School,Married,Blue,27,2,3,3,2363.0,2033,330.0,0.498,3904,66,0.61,0.86,40000,40000
714986583,Existing Customer,55,F,4,Uneducated,Single,Blue,46,3,2,2,4978.0,923,4055.0,0.883,5025,62,0.879,0.185,0,40000
753233733,Existing Customer,38,M,1,Graduate,Single,Blue,29,3,3,3,2155.0,1290,865.0,0.718,3781,61,0.906,0.599,80000,80000
806914158,Attrited Customer,38,F,4,Graduate,Married,Blue,33,4,3,1,4047.0,0,4047.0,0.648,2134,34,0.478,0.0,40000,40000
789191358,Existing Customer,55,M,4,Graduate,Single,Blue,44,2,3,2,1854.0,794,1060.0,0.614,4035,80,0.739,0.428,80000,80000
772111083,Existing Customer,50,M,1,High School,Married,Blue,39,3,3,2,5384.0,1396,3988.0,0.756,4338,75,0.829,0.259,80000,80000
714961383,Existing Customer,48,F,3,Uneducated,Single,Blue,36,3,3,3,1438.3,965,473.3,0.544,4182,81,0.723,0.671,0,40000
817288458,Existing Customer,33,F,2,Graduate,Single,Blue,19,3,2,3,5141.0,1737,3404.0,0.985,5859,82,0.783,0.338,0,40000
827953683,Existing Customer,41,M,2,Graduate,Married,Blue,37,1,2,1,3786.0,1171,2615.0,0.697,5369,75,0.596,0.309,60000,60000
789678483,Existing Customer,50,F,2,High School,Married,Silver,37,1,3,2,13384.0,0,13384.0,0.696,4773,77,0.674,0.0,0,40000
756306183,Existing Customer,42,F,1,College,Married,Blue,35,2,1,3,2873.0,2517,356.0,0.803,4897,71,1.088,0.876,0,40000
736893108,Existing Customer,33,F,2,Doctorate,Single,Blue,26,2,3,2,1438.3,0,1438.3,0.613,4196,87,0.891,0.0,0,40000
712900308,Attrited Customer,44,F,2,College,Single,Blue,34,4,3,3,1751.0,0,1751.0,0.506,2078,37,0.423,0.0,0,40000
798045708,Existing Customer,42,F,5,Graduate,Married,Blue,36,2,1,1,7434.0,0,7434.0,0.63,4182,76,1.171,0.0,40000,40000
715657833,Existing Customer,52,F,3,Unknown,Single,Blue,41,2,3,2,1438.3,787,651.3,0.601,4956,89,0.745,0.547,0,40000
712111608,Existing Customer,59,F,2,Post-Graduate,Single,Blue,54,1,1,3,1438.3,0,1438.3,0.61,4919,72,0.756,0.0,0,40000
711792783,Existing Customer,45,F,3,Unknown,Divorced,Blue,26,1,1,2,2032.0,1195,837.0,0.642,4479,80,0.667,0.588,40000,40000
780660183,Attrited Customer,43,F,4,High School,Divorced,Blue,32,2,3,2,8203.0,0,8203.0,0.691,2613,46,0.84,0.0,0,40000
788794758,Attrited Customer,46,M,4,Graduate,Single,Blue,28,2,2,4,2979.0,0,2979.0,0.644,2061,38,0.462,0.0,40000,40000
711150333,Attrited Customer,40,F,3,Graduate,Single,Blue,31,5,3,2,2391.0,0,2391.0,0.669,2857,40,0.6,0.0,0,40000
714418158,Existing Customer,63,F,0,Uneducated,Single,Blue,56,2,2,2,7264.0,851,6413.0,0.814,3527,69,0.816,0.117,0,40000
717231558,Existing Customer,49,F,4,Graduate,Married,Blue,43,2,2,2,3002.0,1446,1556.0,0.815,4851,74,0.947,0.482,0,40000
711589758,Existing Customer,42,M,5,High School,Married,Blue,32,1,2,2,4162.0,1641,2521.0,0.719,3967,75,0.923,0.394,60000,60000
715516458,Attrited Customer,42,F,1,High School,Married,Blue,36,5,3,2,2705.0,2430,275.0,0.698,2602,43,0.433,0.898,40000,40000
713328108,Existing Customer,60,F,1,College,Married,Blue,36,2,2,2,1671.0,1047,624.0,0.727,5189,79,0.795,0.627,0,40000
716229108,Existing Customer,55,F,3,College,Divorced,Blue,46,2,3,3,3282.0,2262,1020.0,0.653,4674,84,0.585,0.689,0,40000
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Blue,29,2,3,3,2509.0,1897,612.0,0.938,4837,74,0.542,0.756,0,40000
808903308,Attrited Customer,54,F,1,Unknown,Married,Blue,49,4,3,6,2471.0,0,2471.0,0.722,2519,35,0.522,0.0,40000,40000
708652908,Existing Customer,47,F,5,Uneducated,Married,Blue,36,1,6,1,2291.0,1419,872.0,0.725,4498,81,0.761,0.619,0,40000
715644633,Existing Customer,42,F,3,Graduate,Single,Blue,34,1,2,1,1528.0,820,708.0,0.908,5212,88,0.833,0.537,40000,40000
714600258,Existing Customer,45,M,2,Post-Graduate,Married,Blue,36,1,2,2,5945.0,2015,3930.0,0.815,3645,70,1.0,0.339,60000,60000
823566408,Existing Customer,44,F,3,Graduate,Married,Blue,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0.0,0,40000
713373708,Attrited Customer,54,F,3,Unknown,Single,Blue,36,2,3,3,1857.0,0,1857.0,0.488,2464,57,0.839,0.0,0,40000
708307533,Existing Customer,42,M,2,Uneducated,Married,Blue,30,1,2,3,3086.0,0,3086.0,0.808,4129,81,0.884,0.0,60000,60000
820085808,Existing Customer,54,F,3,Graduate,Married,Blue,49,1,1,2,2598.0,1343,1255.0,0.637,4692,86,0.72,0.517,0,40000
716685033,Existing Customer,38,F,1,High School,Married,Blue,19,1,1,2,5559.0,1600,3959.0,0.716,5344,82,0.864,0.288,40000,40000
713063958,Existing Customer,51,M,1,Graduate,Single,Blue,39,1,1,3,7562.0,1080,6482.0,0.561,5010,85,0.7,0.143,80000,80000
708371733,Existing Customer,41,F,3,High School,Married,Blue,15,1,1,2,4662.0,0,4662.0,0.661,4931,81,0.841,0.0,0,40000
780277458,Existing Customer,52,F,2,Graduate,Single,Blue,38,2,2,3,2904.0,2517,387.0,0.586,4503,89,0.712,0.867,0,40000
797232183,Existing Customer,42,F,4,Unknown,Married,Blue,36,2,1,1,2676.0,1962,714.0,0.668,5020,75,0.786,0.733,0,40000
808281483,Existing Customer,46,F,2,Unknown,Single,Blue,41,2,3,3,2665.0,2157,508.0,0.637,4249,76,1.235,0.809,0,40000
712968708,Existing Customer,55,F,1,High School,Single,Blue,47,2,3,1,2343.0,1780,563.0,0.792,5167,78,0.773,0.76,40000,40000
711263058,Existing Customer,29,F,1,Unknown,Single,Blue,36,1,1,2,2763.0,1879,884.0,0.701,4660,80,0.778,0.68,0,40000
721444758,Existing Customer,47,F,2,College,Married,Blue,36,1,3,3,2780.0,2216,564.0,0.826,4980,78,0.857,0.797,0,40000
711448983,Attrited Customer,47,F,2,Graduate,Married,Blue,34,2,2,2,2234.0,2024,210.0,0.717,2313,37,0.321,0.906,0,40000
712664658,Attrited Customer,35,F,1,Graduate,Single,Blue,30,2,2,2,1649.0,0,1649.0,0.683,2549,54,0.588,0.0,0,40000
713726958,Attrited Customer,40,F,3,Doctorate,Married,Blue,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,0.357,0.0,0,40000
716009883,Existing Customer,41,F,1,Graduate,Single,Blue,28,1,3,1,8482.0,585,7897.0,0.624,4245,74,0.897,0.069,40000,40000
712715208,Attrited Customer,52,M,1,High School,Single,Blue,44,1,3,2,3770.0,0,3770.0,0.544,2387,51,0.5,0.0,80000,80000
778899708,Attrited Customer,56,F,2,Unknown,Single,Blue,37,2,2,3,2963.0,0,2963.0,0.902,2919,47,0.382,0.0,40000,40000
716273133,Existing Customer,41,F,3,Graduate,Married,Blue,36,2,2,3,1593.0,0,1593.0,0.61,4853,78,0.592,0.0,0,40000
709927458,Existing Customer,38,M,3,Graduate,Single,Blue,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,40000,40000
715162608,Attrited Customer,48,F,2,Graduate,Single,Blue,41,4,2,3,2168.0,1323,845.0,0.687,2499,38,0.407,0.61,0,40000
788719533,Existing Customer,53,M,4,Post-Graduate,Married,Blue,34,1,2,3,13679.0,0,13679.0,0.908,4060,61,1.346,0.0,80000,80000
715566408,Existing Customer,45,F,3,Doctorate,Married,Blue,36,1,2,2,2143.0,1479,664.0,0.708,4404,77,0.75,0.69,0,40000
717359208,Existing Customer,57,F,0,College,Married,Blue,47,2,3,1,4945.0,1779,3166.0,0.536,4037,72,0.756,0.36,0,40000
721410858,Existing Customer,54,F,4,High School,Single,Blue,36,1,3,0,1921.0,1334,587.0,0.694,4512,90,0.765,0.694,0,40000
779420583,Existing Customer,45,F,4,Graduate,Single,Blue,33,2,1,3,3001.0,2055,946.0,0.838,4662,70,0.628,0.685,0,40000
714222183,Existing Customer,38,F,3,Graduate,Single,Blue,36,1,1,1,2132.0,1084,1048.0,0.767,4874,78,0.66,0.508,40000,40000
709079883,Attrited Customer,45,F,4,Doctorate,Married,Blue,36,5,3,3,1663.0,1012,651.0,0.886,2729,38,0.52,0.609,0,40000
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Blue,36,6,3,3,1732.0,0,1732.0,0.683,2479,43,0.536,0.0,0,40000
713782608,Existing Customer,46,F,4,Graduate,Single,Blue,36,1,3,1,2652.0,2386,266.0,0.766,5329,83,0.729,0.9,40000,40000
720236433,Existing Customer,41,M,4,College,Married,Blue,22,1,2,3,5037.0,1670,3367.0,0.787,4379,67,0.811,0.332,80000,80000
716673258,Existing Customer,60,F,1,Unknown,Single,Blue,36,1,1,3,2347.0,1488,859.0,0.621,3977,83,0.886,0.634,0,40000
708341958,Existing Customer,31,F,1,College,Divorced,Blue,21,2,2,3,2061.0,1904,157.0,0.786,4480,86,0.87,0.924,0,40000
797150733,Attrited Customer,44,M,3,Unknown,Single,Blue,38,5,2,2,1643.0,0,1643.0,0.6,1754,39,0.56,0.0,40000,40000
718548558,Existing Customer,53,F,3,Unknown,Single,Blue,42,1,1,3,2915.0,2041,874.0,0.927,4272,70,0.75,0.7,0,40000
780360558,Existing Customer,33,F,1,Graduate,Married,Blue,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0,0,40000
715012833,Existing Customer,46,F,1,High School,Married,Blue,36,1,3,3,3073.0,2517,556.0,0.841,4858,77,0.974,0.819,0,40000
769578108,Existing Customer,40,M,4,Unknown,Single,Blue,26,2,2,3,20929.0,1652,19277.0,0.523,4001,76,0.689,0.079,60000,60000
767197983,Existing Customer,52,F,2,High School,Single,Blue,45,1,1,1,4209.0,0,4209.0,0.856,5938,83,0.694,0.0,0,40000
711874833,Existing Customer,45,M,3,College,Divorced,Blue,37,1,3,2,2449.0,0,2449.0,0.706,5497,88,0.63,0.0,40000,40000
714930333,Attrited Customer,39,M,3,College,Married,Blue,30,2,3,3,4618.0,0,4618.0,0.717,2476,49,0.75,0.0,80000,80000
720989133,Existing Customer,41,F,2,College,Married,Blue,36,2,1,2,1654.0,1093,561.0,0.65,4596,82,0.822,0.661,0,40000
720893958,Existing Customer,49,F,4,Uneducated,Single,Blue,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647,0,40000
769709058,Existing Customer,60,M,1,Uneducated,Single,Blue,54,1,2,1,3618.0,972,2646.0,0.578,4228,63,0.465,0.269,60000,60000
711005583,Existing Customer,37,M,3,High School,Single,Blue,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.854,0.31,80000,80000
826548708,Existing Customer,50,M,2,Graduate,Single,Blue,46,2,3,2,5965.0,622,5343.0,0.728,4637,91,0.655,0.104,80000,80000
711093408,Existing Customer,46,F,2,Doctorate,Married,Blue,33,2,3,1,2644.0,1517,1127.0,0.721,4815,83,0.804,0.574,0,40000
712831908,Existing Customer,59,F,1,College,Married,Blue,49,2,2,1,3481.0,603,2878.0,0.692,4556,81,0.473,0.173,40000,40000
714181008,Existing Customer,35,F,0,Graduate,Married,Blue,36,1,2,2,3019.0,1462,1557.0,0.718,4509,71,0.732,0.484,0,40000
772346358,Existing Customer,52,F,3,Uneducated,Single,Blue,41,2,1,2,1801.0,0,1801.0,0.516,5047,79,0.756,0.0,0,40000
717489033,Attrited Customer,27,F,0,High School,Single,Blue,18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0.0,0,40000
710969433,Existing Customer,41,F,1,Uneducated,Married,Blue,31,2,2,2,2909.0,1201,1708.0,0.729,4230,68,0.659,0.413,0,40000
715807383,Existing Customer,45,F,4,Post-Graduate,Single,Blue,36,1,3,3,4688.0,0,4688.0,0.593,5248,89,0.745,0.0,40000,40000
711807333,Existing Customer,37,F,2,College,Single,Blue,26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0.0,0,40000
816086508,Existing Customer,47,F,2,Unknown,Married,Blue,42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0.0,0,40000
714424533,Attrited Customer,41,F,4,Graduate,Married,Blue,36,6,2,2,1655.0,0,1655.0,0.496,2156,37,0.194,0.0,0,40000
779536233,Existing Customer,47,F,4,Graduate,Divorced,Blue,30,1,1,1,1438.3,601,837.3,1.0,4669,83,0.729,0.418,40000,40000
779890833,Existing Customer,51,F,2,High School,Divorced,Blue,36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0.0,0,40000
779837808,Existing Customer,53,F,2,High School,Married,Blue,37,1,4,3,5182.0,2500,2682.0,0.869,5012,85,0.809,0.482,40000,40000
713748708,Attrited Customer,46,F,3,Graduate,Single,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0,0,40000
709123908,Existing Customer,43,F,2,Graduate,Married,Blue,36,2,3,2,4287.0,0,4287.0,0.807,4874,82,0.708,0.0,40000,40000
743800833,Existing Customer,53,F,3,College,Married,Blue,46,2,1,1,2304.0,1144,1160.0,0.772,4505,85,1.179,0.497,40000,40000
794054058,Existing Customer,50,F,2,Graduate,Single,Blue,44,1,1,1,2765.0,0,2765.0,0.465,4010,59,0.513,0.0,0,40000
815789883,Existing Customer,46,F,3,College,Single,Blue,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346,0,40000
711234783,Attrited Customer,44,F,4,Unknown,Married,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,0,40000
793379058,Existing Customer,48,F,3,Graduate,Single,Blue,42,2,2,1,2214.0,1025,1189.0,0.567,5084,82,0.745,0.463,0,40000
720480183,Existing Customer,45,F,3,Unknown,Divorced,Blue,34,1,2,1,1811.0,787,1024.0,0.585,4882,80,1.162,0.435,0,40000
712974558,Existing Customer,56,F,2,College,Single,Blue,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,0,40000
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Blue,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816,0,40000
712200033,Existing Customer,44,F,4,High School,Single,Blue,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,0,40000
713563383,Existing Customer,50,F,3,Unknown,Single,Blue,36,1,3,3,1930.0,952,978.0,0.67,3862,80,0.818,0.493,0,40000
802795608,Existing Customer,54,F,2,High School,Single,Blue,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,0,40000
787452333,Attrited Customer,39,F,1,High School,Married,Blue,25,2,2,1,2024.0,0,2024.0,0.801,2870,36,0.5,0.0,0,40000
819690933,Existing Customer,56,M,1,Graduate,Single,Blue,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,80000,80000
711800658,Attrited Customer,42,F,3,High School,Single,Blue,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0,0,40000
717722958,Existing Customer,43,M,3,Uneducated,Married,Blue,36,1,3,2,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29,80000,80000
712279683,Attrited Customer,44,M,3,Graduate,Married,Blue,36,2,3,3,9114.0,0,9114.0,0.654,2740,52,0.625,0.0,60000,60000
716060358,Existing Customer,53,F,2,Graduate,Married,Blue,45,2,2,2,4621.0,913,3708.0,0.917,4952,82,0.745,0.198,40000,40000
709158333,Existing Customer,44,M,4,Graduate,Single,Blue,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,0.778,0.167,60000,60000
721113333,Existing Customer,54,F,0,Graduate,Married,Blue,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0,0,40000
712855683,Existing Customer,50,F,2,Post-Graduate,Married,Blue,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,0,40000
709920258,Existing Customer,41,F,3,Graduate,Divorced,Blue,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,40000,40000
708959583,Existing Customer,47,M,2,High School,Married,Blue,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077,60000,60000
712510833,Existing Customer,44,M,3,College,Married,Blue,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,40000,40000
788502858,Existing Customer,58,M,3,High School,Single,Blue,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195,80000,80000
